,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
17703,2008,1,8,2,1939.0,1750,2000.0,1810,WN,806,N395SW,81.0,80.0,74.0,110.0,109.0,PHX,BUR,369,2.0,5.0,0,N,0,53.0,0.0,1.0,0.0,56.0
17720,2008,1,8,2,2117.0,2035,2252.0,2220,WN,3669,N622SW,95.0,105.0,79.0,32.0,42.0,PHX,DEN,602,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,32.0
17730,2008,1,8,2,1636.0,1615,1953.0,1940,WN,933,N355SW,137.0,145.0,125.0,13.0,21.0,PHX,HOU,1020,2.0,10.0,0,N,0,,,,,
17737,2008,1,8,2,1622.0,1615,1625.0,1620,WN,340,N307SW,63.0,65.0,45.0,5.0,7.0,PHX,LAS,256,5.0,13.0,0,N,0,,,,,
17754,2008,1,8,2,1622.0,1540,1637.0,1600,WN,169,N338SW,75.0,80.0,60.0,37.0,42.0,PHX,LAX,370,7.0,8.0,0,N,0,0.0,0.0,0.0,0.0,37.0
17765,2008,1,8,2,1622.0,1610,1639.0,1630,WN,2812,N674AA,77.0,80.0,62.0,9.0,12.0,PHX,LAX,370,5.0,10.0,0,N,0,,,,,
17768,2008,1,8,2,1910.0,1900,2226.0,2230,WN,84,N689SW,136.0,150.0,125.0,-4.0,10.0,PHX,MCI,1044,6.0,5.0,0,N,0,,,,,
17772,2008,1,8,2,1051.0,1025,1639.0,1625,WN,3509,N438WN,228.0,240.0,211.0,14.0,26.0,PHX,MCO,1848,6.0,11.0,0,N,0,,,,,
17773,2008,1,8,2,2039.0,2030,39.0,45,WN,349,N746SW,180.0,195.0,170.0,-6.0,9.0,PHX,MDW,1444,4.0,6.0,0,N,0,,,,,
17781,2008,1,8,2,1203.0,1145,1834.0,1830,WN,3598,N743SW,271.0,285.0,250.0,4.0,18.0,PHX,MHT,2279,3.0,18.0,0,N,0,,,,,
17782,2008,1,8,2,1225.0,1215,1610.0,1605,WN,1167,N723SW,165.0,170.0,151.0,5.0,10.0,PHX,MSY,1301,4.0,10.0,0,N,0,,,,,
17789,2008,1,8,2,2206.0,2150,2255.0,2250,WN,3492,N291WN,109.0,120.0,99.0,5.0,16.0,PHX,OAK,646,5.0,5.0,0,N,0,,,,,
17791,2008,1,8,2,2042.0,2025,2334.0,2330,WN,282,N515SW,112.0,125.0,102.0,4.0,17.0,PHX,OKC,833,2.0,8.0,0,N,0,,,,,
17792,2008,1,8,2,1317.0,1235,1619.0,1540,WN,940,N312SW,122.0,125.0,106.0,39.0,42.0,PHX,OKC,833,3.0,13.0,0,N,0,9.0,0.0,0.0,0.0,30.0
17794,2008,1,8,2,2031.0,2015,2349.0,2340,WN,559,N502SW,138.0,145.0,124.0,9.0,16.0,PHX,OMA,1037,8.0,6.0,0,N,0,,,,,
17797,2008,1,8,2,1602.0,1550,1603.0,1555,WN,508,N460WN,61.0,65.0,51.0,8.0,12.0,PHX,ONT,325,5.0,5.0,0,N,0,,,,,
17808,2008,1,8,2,843.0,835,1043.0,1040,WN,364,N305SW,180.0,185.0,163.0,3.0,8.0,PHX,PDX,1009,3.0,14.0,0,N,0,,,,,
17812,2008,1,8,2,1626.0,1600,2230.0,2220,WN,287,N773SA,244.0,260.0,232.0,10.0,26.0,PHX,PHL,2075,4.0,8.0,0,N,0,,,,,
17814,2008,1,8,2,943.0,920,1606.0,1605,WN,2452,N214WN,263.0,285.0,252.0,1.0,23.0,PHX,PVD,2277,5.0,6.0,0,N,0,,,,,
17821,2008,1,8,2,2055.0,2045,2055.0,2050,WN,381,N656SW,60.0,65.0,50.0,5.0,10.0,PHX,SAN,304,2.0,8.0,0,N,0,,,,,
17833,2008,1,8,2,927.0,910,1222.0,1210,WN,327,N397SW,115.0,120.0,105.0,12.0,17.0,PHX,SAT,843,3.0,7.0,0,N,0,,,,,
17834,2008,1,8,2,2038.0,2025,2327.0,2325,WN,796,N742SW,109.0,120.0,102.0,2.0,13.0,PHX,SAT,843,2.0,5.0,0,N,0,,,,,
17835,2008,1,8,2,1640.0,1615,1942.0,1915,WN,2015,N236WN,122.0,120.0,103.0,27.0,25.0,PHX,SAT,843,4.0,15.0,0,N,0,0.0,0.0,2.0,0.0,25.0
17837,2008,1,8,2,1158.0,1150,1710.0,1705,WN,2808,N327SW,192.0,195.0,172.0,5.0,8.0,PHX,SDF,1506,4.0,16.0,0,N,0,,,,,
17844,2008,1,8,2,1421.0,1415,1515.0,1510,WN,2094,N678AA,114.0,115.0,104.0,5.0,6.0,PHX,SJC,621,4.0,6.0,0,N,0,,,,,
17845,2008,1,8,2,731.0,625,827.0,730,WN,2116,N665WN,116.0,125.0,102.0,57.0,66.0,PHX,SJC,621,3.0,11.0,0,N,0,57.0,0.0,0.0,0.0,0.0
17849,2008,1,8,2,1104.0,1055,1237.0,1235,WN,414,N628SW,93.0,100.0,80.0,2.0,9.0,PHX,SLC,507,2.0,11.0,0,N,0,,,,,
17850,2008,1,8,2,2241.0,2120,10.0,2250,WN,980,N395SW,89.0,90.0,75.0,80.0,81.0,PHX,SLC,507,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,80.0
17853,2008,1,8,2,1801.0,1655,1933.0,1830,WN,1684,N207WN,92.0,95.0,74.0,63.0,66.0,PHX,SLC,507,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,63.0
17858,2008,1,8,2,1509.0,1500,1610.0,1600,WN,877,N747SA,121.0,120.0,108.0,10.0,9.0,PHX,SMF,647,4.0,9.0,0,N,0,,,,,
17864,2008,1,8,2,2141.0,2135,2150.0,2150,WN,473,N900WN,69.0,75.0,55.0,0.0,6.0,PHX,SNA,338,5.0,9.0,0,N,0,,,,,
17870,2008,1,8,2,1459.0,1450,1850.0,1845,WN,752,N310SW,171.0,175.0,156.0,5.0,9.0,PHX,STL,1262,3.0,12.0,0,N,0,,,,,
17873,2008,1,8,2,718.0,705,1059.0,1055,WN,1025,N675AA,161.0,170.0,145.0,4.0,13.0,PHX,STL,1262,4.0,12.0,0,N,0,,,,,
17875,2008,1,8,2,1004.0,945,1542.0,1540,WN,243,N254WN,218.0,235.0,206.0,2.0,19.0,PHX,TPA,1788,3.0,9.0,0,N,0,,,,,
17888,2008,1,8,2,1816.0,1755,1837.0,1830,WN,490,N637SW,81.0,95.0,68.0,7.0,21.0,PIT,MDW,402,3.0,10.0,0,N,0,,,,,
17899,2008,1,8,2,1102.0,1055,1159.0,1205,WN,2964,N392SW,57.0,70.0,44.0,-6.0,7.0,PIT,PHL,267,3.0,10.0,0,N,0,,,,,
17915,2008,1,8,2,820.0,740,1118.0,1110,WN,2988,N712SW,178.0,210.0,168.0,8.0,40.0,PVD,FLL,1188,3.0,7.0,0,N,0,,,,,
17916,2008,1,8,2,736.0,730,1026.0,1040,WN,3423,N215WN,350.0,370.0,336.0,-14.0,6.0,PVD,LAS,2363,6.0,8.0,0,N,0,,,,,
17918,2008,1,8,2,732.0,720,1029.0,1030,WN,499,N299WN,177.0,190.0,151.0,-1.0,12.0,PVD,MCO,1073,9.0,17.0,0,N,0,,,,,
17919,2008,1,8,2,1736.0,1705,2024.0,2010,WN,1030,N433LV,168.0,185.0,152.0,14.0,31.0,PVD,MCO,1073,6.0,10.0,0,N,0,,,,,
17931,2008,1,8,2,2011.0,2005,2112.0,2125,WN,2731,N783SW,61.0,80.0,48.0,-13.0,6.0,PVD,PHL,238,5.0,8.0,0,N,0,,,,,
17937,2008,1,8,2,945.0,825,1017.0,900,WN,341,N621SW,92.0,95.0,72.0,77.0,80.0,RDU,BNA,443,4.0,16.0,0,N,0,0.0,0.0,0.0,0.0,77.0
17941,2008,1,8,2,2115.0,2105,2216.0,2200,WN,85,N275WN,61.0,55.0,45.0,16.0,10.0,RDU,BWI,255,5.0,11.0,0,N,0,0.0,0.0,6.0,0.0,10.0
17944,2008,1,8,2,1539.0,1520,1631.0,1620,WN,1516,N411WN,52.0,60.0,44.0,11.0,19.0,RDU,BWI,255,3.0,5.0,0,N,0,,,,,
17946,2008,1,8,2,923.0,900,1019.0,1000,WN,3569,N463WN,56.0,60.0,40.0,19.0,23.0,RDU,BWI,255,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,19.0
17949,2008,1,8,2,910.0,830,1039.0,1015,WN,430,N478WN,89.0,105.0,78.0,24.0,40.0,RDU,MCO,534,5.0,6.0,0,N,0,0.0,0.0,0.0,0.0,24.0
17956,2008,1,8,2,955.0,940,1054.0,1045,WN,1402,N609SW,119.0,125.0,97.0,9.0,15.0,RDU,MDW,632,5.0,17.0,0,N,0,,,,,
17960,2008,1,8,2,2104.0,2040,2209.0,2155,WN,882,N700GS,65.0,75.0,55.0,14.0,24.0,RDU,PHL,336,4.0,6.0,0,N,0,,,,,
17961,2008,1,8,2,1707.0,1700,1820.0,1825,WN,1502,N623SW,73.0,85.0,59.0,-5.0,7.0,RDU,PHL,336,4.0,10.0,0,N,0,,,,,
17967,2008,1,8,2,1824.0,1815,2025.0,2020,WN,239,N621SW,61.0,65.0,48.0,5.0,9.0,RNO,BOI,335,5.0,8.0,0,N,0,,,,,
17968,2008,1,8,2,813.0,800,1015.0,1005,WN,2538,N794SW,62.0,65.0,51.0,10.0,13.0,RNO,BOI,335,4.0,7.0,0,N,0,,,,,
17970,2008,1,8,2,1324.0,1255,1430.0,1410,WN,120,N341SW,66.0,75.0,54.0,20.0,29.0,RNO,LAS,345,5.0,7.0,0,N,0,3.0,0.0,0.0,0.0,17.0
17975,2008,1,8,2,1410.0,1340,1512.0,1455,WN,1027,N794SW,62.0,75.0,51.0,17.0,30.0,RNO,LAS,345,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,17.0
17979,2008,1,8,2,915.0,855,1028.0,1005,WN,2113,N661SW,73.0,70.0,58.0,23.0,20.0,RNO,LAS,345,7.0,8.0,0,N,0,0.0,0.0,3.0,0.0,20.0
17986,2008,1,8,2,1111.0,1050,1641.0,1640,WN,324,N406WN,210.0,230.0,198.0,1.0,21.0,RNO,MDW,1680,4.0,8.0,0,N,0,,,,,
17988,2008,1,8,2,1319.0,1210,1422.0,1305,WN,2719,N449WN,63.0,55.0,51.0,77.0,69.0,RNO,OAK,180,4.0,8.0,0,N,0,0.0,0.0,8.0,0.0,69.0
17991,2008,1,8,2,1205.0,1125,1328.0,1255,WN,530,N665WN,83.0,90.0,74.0,33.0,40.0,RNO,PDX,444,2.0,7.0,0,N,0,0.0,0.0,0.0,0.0,33.0
17996,2008,1,8,2,936.0,930,1211.0,1210,WN,1006,N350SW,95.0,100.0,84.0,1.0,6.0,RNO,PHX,601,4.0,7.0,0,N,0,,,,,
18001,2008,1,8,2,1546.0,1530,1727.0,1720,WN,3835,N645SW,101.0,110.0,89.0,7.0,16.0,RNO,SEA,564,5.0,7.0,0,N,0,,,,,
18005,2008,1,8,2,1717.0,1710,1826.0,1810,WN,1276,N732SW,69.0,60.0,54.0,16.0,7.0,RNO,SJC,188,4.0,11.0,0,N,0,7.0,0.0,9.0,0.0,0.0
18006,2008,1,8,2,1402.0,1240,1614.0,1500,WN,2969,N403WN,72.0,80.0,63.0,74.0,82.0,RNO,SLC,422,3.0,6.0,0,N,0,5.0,0.0,0.0,0.0,69.0
18018,2008,1,8,2,1351.0,1345,1623.0,1625,WN,294,N664WN,92.0,100.0,79.0,-2.0,6.0,SAN,ABQ,628,4.0,9.0,0,N,0,,,,,
18020,2008,1,8,2,1009.0,955,1250.0,1240,WN,1940,N601WN,101.0,105.0,81.0,10.0,14.0,SAN,ABQ,628,3.0,17.0,0,N,0,,,,,
18030,2008,1,8,2,1648.0,1520,1756.0,1630,WN,156,N244WN,68.0,70.0,52.0,86.0,88.0,SAN,LAS,258,6.0,10.0,0,N,0,7.0,0.0,0.0,0.0,79.0
18031,2008,1,8,2,931.0,920,1047.0,1030,WN,161,N460WN,76.0,70.0,58.0,17.0,11.0,SAN,LAS,258,4.0,14.0,0,N,0,0.0,0.0,17.0,0.0,0.0
18034,2008,1,8,2,1737.0,1725,1852.0,1835,WN,415,N335SW,75.0,70.0,57.0,17.0,12.0,SAN,LAS,258,3.0,15.0,0,N,0,0.0,0.0,5.0,0.0,12.0
18036,2008,1,8,2,1602.0,1555,1704.0,1705,WN,719,N632SW,62.0,70.0,53.0,-1.0,7.0,SAN,LAS,258,3.0,6.0,0,N,0,,,,,
18038,2008,1,8,2,2039.0,2030,2137.0,2140,WN,1341,N723SW,58.0,70.0,46.0,-3.0,9.0,SAN,LAS,258,4.0,8.0,0,N,0,,,,,
18039,2008,1,8,2,1910.0,1900,2026.0,2010,WN,2273,N617SW,76.0,70.0,50.0,16.0,10.0,SAN,LAS,258,8.0,18.0,0,N,0,0.0,0.0,6.0,0.0,10.0
18041,2008,1,8,2,2127.0,2120,2225.0,2230,WN,2816,N287WN,58.0,70.0,47.0,-5.0,7.0,SAN,LAS,258,5.0,6.0,0,N,0,,,,,
18042,2008,1,8,2,1210.0,1200,1313.0,1315,WN,3835,N645SW,63.0,75.0,49.0,-2.0,10.0,SAN,LAS,258,4.0,10.0,0,N,0,,,,,
18044,2008,1,8,2,1855.0,1835,2351.0,2335,WN,318,N790SW,176.0,180.0,156.0,16.0,20.0,SAN,MCI,1333,4.0,16.0,0,N,0,7.0,0.0,0.0,0.0,9.0
18049,2008,1,8,2,1705.0,1610,2245.0,2200,WN,3662,N726SW,220.0,230.0,208.0,45.0,55.0,SAN,MDW,1728,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,45.0
18062,2008,1,8,2,931.0,925,1102.0,1055,WN,1599,N778SW,91.0,90.0,79.0,7.0,6.0,SAN,OAK,446,5.0,7.0,0,N,0,,,,,
18063,2008,1,8,2,1752.0,1740,1926.0,1910,WN,2612,N464WN,94.0,90.0,80.0,16.0,12.0,SAN,OAK,446,5.0,9.0,0,N,0,0.0,0.0,4.0,0.0,12.0
18076,2008,1,8,2,1201.0,1145,1402.0,1355,WN,1022,N362SW,61.0,70.0,47.0,7.0,16.0,SAN,PHX,304,3.0,11.0,0,N,0,,,,,
18077,2008,1,8,2,1533.0,1415,1734.0,1625,WN,1684,N207WN,61.0,70.0,48.0,69.0,78.0,SAN,PHX,304,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,69.0
18078,2008,1,8,2,2145.0,2050,2346.0,2255,WN,2092,N361SW,61.0,65.0,47.0,51.0,55.0,SAN,PHX,304,4.0,10.0,0,N,0,0.0,0.0,0.0,0.0,51.0
18081,2008,1,8,2,1852.0,1800,2100.0,2010,WN,3669,N622SW,68.0,70.0,49.0,50.0,52.0,SAN,PHX,304,7.0,12.0,0,N,0,0.0,0.0,0.0,0.0,50.0
18082,2008,1,8,2,1015.0,925,1147.0,1105,WN,530,N665WN,92.0,100.0,76.0,42.0,50.0,SAN,RNO,488,3.0,13.0,0,N,0,0.0,0.0,0.0,0.0,42.0
18085,2008,1,8,2,1606.0,1440,1801.0,1620,WN,123,N453WN,115.0,100.0,94.0,101.0,86.0,SAN,SFO,447,5.0,16.0,0,N,0,0.0,0.0,101.0,0.0,0.0
18086,2008,1,8,2,2127.0,2110,2325.0,2250,WN,381,N656SW,118.0,100.0,77.0,35.0,17.0,SAN,SFO,447,6.0,35.0,0,N,0,0.0,0.0,30.0,0.0,5.0
18087,2008,1,8,2,1757.0,1720,1947.0,1900,WN,458,N731SA,110.0,100.0,93.0,47.0,37.0,SAN,SFO,447,5.0,12.0,0,N,0,0.0,0.0,47.0,0.0,0.0
18088,2008,1,8,2,1320.0,1230,1502.0,1410,WN,585,N218WN,102.0,100.0,87.0,52.0,50.0,SAN,SFO,447,2.0,13.0,0,N,0,0.0,0.0,51.0,0.0,1.0
18089,2008,1,8,2,1053.0,1015,1251.0,1155,WN,1597,N207WN,118.0,100.0,93.0,56.0,38.0,SAN,SFO,447,4.0,21.0,0,N,0,0.0,0.0,56.0,0.0,0.0
18092,2008,1,8,2,1921.0,1910,2139.0,2050,WN,3839,N219WN,138.0,100.0,117.0,49.0,11.0,SAN,SFO,447,5.0,16.0,0,N,0,0.0,0.0,49.0,0.0,0.0
18097,2008,1,8,2,1737.0,1730,1902.0,1850,WN,1188,N269WN,85.0,80.0,67.0,12.0,7.0,SAN,SJC,417,4.0,14.0,0,N,0,,,,,
18099,2008,1,8,2,2121.0,2105,2243.0,2225,WN,1482,N645SW,82.0,80.0,70.0,18.0,16.0,SAN,SJC,417,3.0,9.0,0,N,0,4.0,0.0,2.0,0.0,12.0
18108,2008,1,8,2,1639.0,1620,1838.0,1750,WN,372,N449WN,119.0,90.0,85.0,48.0,19.0,SAN,SMF,480,5.0,29.0,0,N,0,13.0,0.0,29.0,0.0,6.0
18109,2008,1,8,2,1959.0,1930,2135.0,2105,WN,574,N416WN,96.0,95.0,80.0,30.0,29.0,SAN,SMF,480,5.0,11.0,0,N,0,1.0,0.0,1.0,0.0,28.0
18121,2008,1,8,2,1628.0,1540,1831.0,1745,WN,2113,N497WN,123.0,125.0,105.0,46.0,48.0,SAT,BNA,822,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,46.0
18125,2008,1,8,2,1958.0,1945,2050.0,2040,WN,120,N341SW,52.0,55.0,41.0,10.0,13.0,SAT,DAL,248,3.0,8.0,0,N,0,,,,,
18141,2008,1,8,2,1116.0,1110,1150.0,1140,WN,511,N222WN,94.0,90.0,75.0,10.0,6.0,SAT,ELP,496,5.0,14.0,0,N,0,,,,,
18143,2008,1,8,2,832.0,735,856.0,805,WN,2969,N403WN,84.0,90.0,75.0,51.0,57.0,SAT,ELP,496,3.0,6.0,0,N,0,51.0,0.0,0.0,0.0,0.0
18148,2008,1,8,2,1954.0,1935,2038.0,2020,WN,2015,N236WN,44.0,45.0,31.0,18.0,19.0,SAT,HOU,192,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,18.0
18150,2008,1,8,2,1155.0,1145,1249.0,1235,WN,2176,N510SW,54.0,50.0,35.0,14.0,10.0,SAT,HOU,192,2.0,17.0,0,N,0,,,,,
18152,2008,1,8,2,840.0,830,925.0,920,WN,617,N635SW,45.0,50.0,38.0,5.0,10.0,SAT,HRL,233,2.0,5.0,0,N,0,,,,,
18153,2008,1,8,2,1840.0,1830,1930.0,1920,WN,1936,N680AA,50.0,50.0,39.0,10.0,10.0,SAT,HRL,233,4.0,7.0,0,N,0,,,,,
18155,2008,1,8,2,2038.0,1925,2123.0,2020,WN,1166,N725SW,165.0,175.0,155.0,63.0,73.0,SAT,LAS,1069,5.0,5.0,0,N,0,0.0,0.0,0.0,0.0,63.0
18156,2008,1,8,2,1529.0,1520,1618.0,1620,WN,2101,N752SW,169.0,180.0,159.0,-2.0,9.0,SAT,LAS,1069,4.0,6.0,0,N,0,,,,,
18160,2008,1,8,2,1640.0,1605,2015.0,1935,WN,832,N661SW,155.0,150.0,141.0,40.0,35.0,SAT,MCO,1040,6.0,8.0,0,N,0,35.0,0.0,5.0,0.0,0.0
18168,2008,1,8,2,1245.0,1235,1556.0,1555,WN,327,N397SW,131.0,140.0,120.0,1.0,10.0,SAT,TPA,972,4.0,7.0,0,N,0,,,,,
18191,2008,1,8,2,1418.0,1405,1752.0,1750,WN,972,N398SW,154.0,165.0,136.0,2.0,13.0,SEA,ABQ,1180,4.0,14.0,0,N,0,,,,,
18192,2008,1,8,2,1142.0,1135,1742.0,1745,WN,959,N495WN,240.0,250.0,220.0,-3.0,7.0,SEA,BNA,1977,9.0,11.0,0,N,0,,,,,
18196,2008,1,8,2,747.0,710,1105.0,1045,WN,515,N779SW,138.0,155.0,120.0,20.0,37.0,SEA,DEN,1024,7.0,11.0,0,N,0,0.0,20.0,0.0,0.0,0.0
18198,2008,1,8,2,1440.0,1425,1757.0,1800,WN,1568,N213WN,137.0,155.0,123.0,-3.0,15.0,SEA,DEN,1024,6.0,8.0,0,N,0,,,,,
18202,2008,1,8,2,1657.0,1640,1802.0,1735,WN,1682,N391SW,65.0,55.0,41.0,27.0,17.0,SEA,GEG,224,5.0,19.0,0,N,0,0.0,0.0,10.0,0.0,17.0
18204,2008,1,8,2,1520.0,1445,1733.0,1710,WN,559,N502SW,133.0,145.0,115.0,23.0,35.0,SEA,LAS,866,9.0,9.0,0,N,0,0.0,0.0,0.0,3.0,20.0
18207,2008,1,8,2,624.0,610,841.0,835,WN,3948,N256WN,137.0,145.0,115.0,6.0,14.0,SEA,LAS,866,10.0,12.0,0,N,0,,,,,
18209,2008,1,8,2,643.0,635,1226.0,1230,WN,208,N433LV,223.0,235.0,200.0,-4.0,8.0,SEA,MDW,1733,5.0,18.0,0,N,0,,,,,
18210,2008,1,8,2,1418.0,1345,2000.0,1935,WN,1189,N482WN,222.0,230.0,205.0,25.0,33.0,SEA,MDW,1733,5.0,12.0,0,N,0,25.0,0.0,0.0,0.0,0.0
18214,2008,1,8,2,1227.0,1210,1414.0,1415,WN,481,N761RR,107.0,125.0,91.0,-1.0,17.0,SEA,OAK,671,3.0,13.0,0,N,0,,,,,
18217,2008,1,8,2,2132.0,2100,2320.0,2305,WN,1687,N344SW,108.0,125.0,91.0,15.0,32.0,SEA,OAK,671,5.0,12.0,0,N,0,0.0,0.0,0.0,0.0,15.0
18219,2008,1,8,2,1841.0,1825,2024.0,2030,WN,3589,N367SW,103.0,125.0,85.0,-6.0,16.0,SEA,OAK,671,4.0,14.0,0,N,0,,,,,
18220,2008,1,8,2,702.0,645,1038.0,1035,WN,154,N387SW,156.0,170.0,138.0,3.0,17.0,SEA,PHX,1107,7.0,11.0,0,N,0,,,,,
18221,2008,1,8,2,1755.0,1745,2131.0,2130,WN,408,N270WN,156.0,165.0,138.0,1.0,10.0,SEA,PHX,1107,6.0,12.0,0,N,0,,,,,
18224,2008,1,8,2,2010.0,1955,2136.0,2135,WN,1017,N423WN,86.0,100.0,68.0,1.0,15.0,SEA,RNO,564,6.0,12.0,0,N,0,,,,,
18228,2008,1,8,2,1023.0,1005,1219.0,1215,WN,1322,N466WN,116.0,130.0,100.0,4.0,18.0,SEA,SJC,697,4.0,12.0,0,N,0,,,,,
18230,2008,1,8,2,1424.0,1400,1702.0,1655,WN,1214,N395SW,98.0,115.0,87.0,7.0,24.0,SEA,SLC,689,2.0,9.0,0,N,0,,,,,
18232,2008,1,8,2,1121.0,1100,1305.0,1245,WN,73,N347SW,104.0,105.0,86.0,20.0,21.0,SEA,SMF,605,4.0,14.0,0,N,0,2.0,0.0,0.0,0.0,18.0
18234,2008,1,8,2,721.0,700,907.0,845,WN,474,N290WN,106.0,105.0,80.0,22.0,21.0,SEA,SMF,605,4.0,22.0,0,N,0,0.0,21.0,1.0,0.0,0.0
18235,2008,1,8,2,1751.0,1710,1923.0,1855,WN,1395,N645SW,92.0,105.0,77.0,28.0,41.0,SEA,SMF,605,5.0,10.0,0,N,0,28.0,0.0,0.0,0.0,0.0
18237,2008,1,8,2,2007.0,1925,2128.0,2055,WN,632,N731SA,81.0,90.0,64.0,33.0,42.0,SFO,LAS,414,6.0,11.0,0,N,0,0.0,0.0,0.0,0.0,33.0
18239,2008,1,8,2,1334.0,1110,1506.0,1240,WN,706,N231WN,92.0,90.0,66.0,146.0,144.0,SFO,LAS,414,5.0,21.0,0,N,0,0.0,20.0,2.0,0.0,124.0
18240,2008,1,8,2,1538.0,1440,1703.0,1610,WN,1018,N218WN,85.0,90.0,64.0,53.0,58.0,SFO,LAS,414,7.0,14.0,0,N,0,5.0,0.0,0.0,0.0,48.0
18241,2008,1,8,2,859.0,845,1037.0,1015,WN,1285,N415WN,98.0,90.0,62.0,22.0,14.0,SFO,LAS,414,4.0,32.0,0,N,0,4.0,0.0,8.0,0.0,10.0
18242,2008,1,8,2,1843.0,1620,2000.0,1750,WN,1924,N432WN,77.0,90.0,63.0,130.0,143.0,SFO,LAS,414,3.0,11.0,0,N,0,0.0,0.0,0.0,0.0,130.0
18243,2008,1,8,2,2332.0,2105,47.0,2235,WN,2875,N360SW,75.0,90.0,56.0,132.0,147.0,SFO,LAS,414,5.0,14.0,0,N,0,0.0,0.0,0.0,0.0,132.0
18244,2008,1,8,2,1951.0,1805,2127.0,1930,WN,442,N720WN,96.0,85.0,52.0,117.0,106.0,SFO,LAX,337,26.0,18.0,0,N,0,7.0,0.0,11.0,0.0,99.0
18246,2008,1,8,2,1308.0,1050,1421.0,1220,WN,553,N720WN,73.0,90.0,51.0,121.0,138.0,SFO,LAX,337,5.0,17.0,0,N,0,0.0,0.0,7.0,0.0,114.0
18247,2008,1,8,2,1707.0,1615,1820.0,1740,WN,578,N402WN,73.0,85.0,53.0,40.0,52.0,SFO,LAX,337,6.0,14.0,0,N,0,0.0,0.0,0.0,0.0,40.0
18252,2008,1,8,2,1454.0,1310,2100.0,1920,WN,106,N706SW,246.0,250.0,228.0,100.0,104.0,SFO,MDW,1855,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,100.0
18253,2008,1,8,2,1817.0,1650,10.0,2300,WN,210,N453WN,233.0,250.0,210.0,70.0,87.0,SFO,MDW,1855,4.0,19.0,0,N,0,0.0,0.0,0.0,0.0,70.0
18257,2008,1,8,2,627.0,620,745.0,750,WN,414,N628SW,78.0,90.0,62.0,-5.0,7.0,SFO,SAN,447,3.0,13.0,0,N,0,,,,,
18258,2008,1,8,2,1348.0,1220,1509.0,1350,WN,1684,N207WN,81.0,90.0,58.0,79.0,88.0,SFO,SAN,447,3.0,20.0,0,N,0,0.0,29.0,0.0,0.0,50.0
18259,2008,1,8,2,2006.0,1900,2128.0,2030,WN,2092,N361SW,82.0,90.0,63.0,58.0,66.0,SFO,SAN,447,3.0,16.0,0,N,0,0.0,0.0,0.0,0.0,58.0
18260,2008,1,8,2,1523.0,1415,1642.0,1545,WN,3662,N726SW,79.0,90.0,62.0,57.0,68.0,SFO,SAN,447,3.0,14.0,0,N,0,0.0,0.0,0.0,0.0,57.0
18261,2008,1,8,2,1658.0,1600,1832.0,1730,WN,3669,N622SW,94.0,90.0,68.0,62.0,58.0,SFO,SAN,447,2.0,24.0,0,N,0,0.0,0.0,4.0,0.0,58.0
18262,2008,1,8,2,2153.0,2115,2302.0,2245,WN,3926,N219WN,69.0,90.0,58.0,17.0,38.0,SFO,SAN,447,2.0,9.0,0,N,0,0.0,0.0,0.0,0.0,17.0
18270,2008,1,8,2,1159.0,1145,1250.0,1245,WN,2032,N551WN,51.0,60.0,43.0,5.0,14.0,SJC,BUR,296,2.0,6.0,0,N,0,,,,,
18274,2008,1,8,2,1235.0,1220,1344.0,1340,WN,396,N284WN,69.0,80.0,57.0,4.0,15.0,SJC,LAS,386,5.0,7.0,0,N,0,,,,,
18277,2008,1,8,2,2221.0,2125,2320.0,2245,WN,1858,N207WN,59.0,80.0,50.0,35.0,56.0,SJC,LAS,386,4.0,5.0,0,N,0,0.0,0.0,0.0,0.0,35.0
18281,2008,1,8,2,1913.0,1840,2026.0,2000,WN,3142,N738CB,73.0,80.0,52.0,26.0,33.0,SJC,LAS,386,14.0,7.0,0,N,0,2.0,0.0,0.0,0.0,24.0
18282,2008,1,8,2,1158.0,1125,1302.0,1240,WN,321,N698SW,64.0,75.0,48.0,22.0,33.0,SJC,LAX,308,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,22.0
18288,2008,1,8,2,1436.0,1425,1532.0,1535,WN,1081,N627SW,56.0,70.0,45.0,-3.0,11.0,SJC,LAX,308,5.0,6.0,0,N,0,,,,,
